NOM_USUEL;LAT;LON;ALTI;AAAAMMJJHH;P;U;PHI;T0C;RHUM;SOLAR RAD
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072620;0.0;6.9;70;29.0;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072621;0.0;8.3;80;29.2;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072622;0.0;7.1;70;28.9;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072623;0.0;6.6;70;28.9;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072700;0.0;6.5;60;28.9;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072701;0.4;9.3;60;27.4;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072702;1.6;2.0;50;25.9;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072703;0.0;4.8;60;26.9;91;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072704;0.0;6.1;40;28.3;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072705;0.0;7.2;60;28.3;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072706;0.0;6.3;70;28.3;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072707;0.0;4.9;60;29.3;77;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072708;0.0;5.0;60;31.0;72;12
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072709;0.0;5.8;50;30.7;71;22
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072710;0.0;5.3;60;32.0;67;64
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072711;0.0;5.4;70;32.6;66;123
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072712;0.0;6.0;60;32.0;66;145
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072713;0.0;5.6;60;33.2;65;195
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072714;0.0;5.4;60;32.5;65;204
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072715;0.0;5.9;50;31.9;68;286
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072716;0.0;6.9;50;30.7;69;112
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072717;0.0;6.7;40;30.1;71;46
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072718;0.0;6.2;40;29.4;75;33
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072719;0.0;6.5;50;29.2;73;3
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072720;0.0;7.6;50;29.2;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072721;0.0;7.2;50;29.1;75;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072722;0.0;6.6;50;29.0;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072723;0.0;7.7;50;29.0;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072800;0.4;7.8;60;28.4;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072801;0.0;8.2;60;28.4;75;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072802;0.0;6.9;70;28.4;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072803;0.0;7.9;80;28.6;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072804;0.0;7.0;70;28.6;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072805;0.0;7.3;80;28.5;75;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072806;0.0;6.3;80;28.6;78;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072807;0.0;7.3;90;29.6;71;28
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072808;0.0;6.4;90;30.3;72;120
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072809;0.0;5.7;90;30.6;67;160
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072810;0.0;5.2;90;30.5;71;229
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072811;0.0;5.9;90;30.8;73;305
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072812;0.0;6.0;80;31.2;67;342
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072813;0.0;4.9;100;30.6;69;338
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072814;0.0;4.5;100;30.9;69;336
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072815;0.0;6.5;80;31.0;72;243
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072816;0.0;6.1;90;30.6;71;183
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072817;0.0;5.9;80;29.8;71;105
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072818;0.0;5.9;70;29.4;75;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072819;0.0;5.6;80;29.0;77;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072820;0.0;6.3;80;29.0;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072821;0.0;6.4;70;28.9;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072822;0.0;6.7;70;28.9;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072823;0.0;7.5;80;28.9;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072900;0.2;8.5;70;28.7;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072901;0.0;6.9;80;28.7;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072902;0.0;7.9;80;28.7;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072903;0.0;7.6;90;28.8;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072904;0.0;7.7;90;28.8;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072905;0.0;6.8;90;28.8;75;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072906;0.0;7.6;80;28.8;74;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072907;0.0;7.1;90;29.7;70;25
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072908;0.0;6.4;80;30.3;68;93
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072909;0.0;5.2;90;30.3;69;187
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072910;0.0;6.5;90;31.0;69;246
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072911;0.0;6.8;90;30.9;66;307
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072912;0.0;5.4;90;30.6;70;348
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072913;0.0;6.7;80;31.2;67;340
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072914;0.0;6.4;90;30.9;68;309
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072915;0.0;6.7;80;31.1;69;218
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072916;0.0;6.4;80;31.0;70;137
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072917;0.0;7.3;90;29.8;72;99
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072918;0.0;7.1;70;29.5;76;22
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072919;0.0;7.0;80;29.3;78;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072920;0.0;7.5;80;29.2;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072921;0.0;7.5;80;29.2;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072922;0.0;7.3;70;29.0;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024072923;0.0;6.8;80;29.0;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073000;0.0;7.0;70;28.8;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073001;0.0;6.1;90;29.0;75;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073002;0.0;6.0;90;28.8;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073003;0.0;5.1;80;28.6;76;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073004;0.0;4.8;80;28.5;75;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073005;0.0;5.0;70;28.3;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073006;0.0;3.7;60;28.2;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073007;0.0;3.9;60;30.1;72;7
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073008;0.0;4.0;80;31.3;69;16
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073009;0.0;4.6;80;31.1;71;45
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073010;0.0;3.5;80;31.6;69;54
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073011;0.0;3.6;60;32.9;63;36
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073012;0.0;4.5;70;33.2;64;28
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073013;0.0;2.8;80;31.6;72;83
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073014;0.0;5.2;40;28.9;74;146
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073015;0.0;2.5;90;30.2;71;167
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073016;0.0;4.2;40;31.0;67;142
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073017;0.0;4.7;60;30.4;73;57
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073018;0.0;0.0;0;28.9;77;19
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073019;0.0;1.1;320;28.4;83;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073020;0.0;1.1;340;27.9;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073021;0.0;1.9;360;27.7;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073022;0.0;1.9;360;27.4;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073023;0.0;0.0;0;26.9;89;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073100;0.0;1.8;360;27.3;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073101;0.4;0.7;350;26.1;89;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073102;0.0;1.1;250;26.2;91;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073103;0.0;1.7;240;26.1;92;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073104;0.0;1.3;260;25.9;91;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073105;0.0;1.6;270;26.0;92;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073106;0.0;1.3;270;26.0;92;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073107;0.0;0.7;290;26.9;90;22
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073108;0.0;1.5;220;28.2;82;65
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073109;0.0;1.2;210;31.0;72;197
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073110;0.0;1.3;40;32.0;70;258
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073111;0.0;3.8;90;30.8;64;324
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073112;0.0;4.3;80;31.2;68;353
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073113;0.0;4.7;90;30.9;69;353
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073114;0.0;4.3;170;31.9;61;330
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073115;0.0;3.6;200;32.0;59;272
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073116;0.0;3.4;130;30.3;70;200
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073117;0.0;4.7;140;29.6;75;86
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073118;1.6;1.8;250;27.1;81;17
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073119;0.0;1.1;260;26.5;87;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073120;0.0;1.1;250;26.3;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073121;0.0;1.3;240;26.8;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073122;0.0;1.5;260;26.5;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024073123;0.0;1.6;260;26.3;89;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080100;0.0;0.0;0;26.1;89;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080101;0.0;0.7;340;26.3;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080102;0.0;1.9;260;26.3;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080103;0.0;1.1;220;26.1;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080104;0.0;1.2;260;25.9;91;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080105;0.0;1.0;240;25.7;91;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080106;0.0;1.0;250;25.8;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080107;0.0;0.6;250;27.4;86;17
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080108;0.0;2.9;30;30.6;74;87
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080109;0.0;3.7;50;31.5;68;187
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080110;0.0;3.8;60;32.1;67;226
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080111;0.0;4.2;50;32.9;70;274
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080112;0.0;4.9;60;32.9;69;342
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080113;0.0;4.6;50;32.9;66;335
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080114;0.0;5.5;60;33.0;68;298
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080115;0.0;4.5;60;32.4;66;261
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080116;0.0;8.1;50;30.0;77;202
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080117;0.0;4.7;50;30.7;74;68
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080118;0.0;5.8;50;29.1;78;21
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080119;0.4;5.9;70;28.0;87;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080120;0.0;1.5;350;27.8;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080121;0.0;3.7;80;28.0;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080122;0.0;4.5;60;28.5;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080123;0.0;6.5;60;29.1;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080200;0.0;6.5;70;29.0;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080201;0.0;4.7;50;28.5;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080202;0.0;6.3;80;29.1;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080203;0.0;6.6;80;28.8;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080204;0.0;6.9;70;28.9;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080205;0.0;5.5;80;29.0;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080206;0.0;4.5;70;28.9;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080207;0.0;5.6;70;29.2;82;25
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080208;0.0;5.7;70;31.5;74;118
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080209;0.0;6.7;70;31.6;75;204
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080210;0.0;5.5;80;32.1;74;273
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080211;0.0;7.5;80;31.5;74;339
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080212;0.0;4.2;120;27.9;82;317
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080213;0.0;2.1;70;29.7;77;315
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080214;0.0;2.9;80;30.5;77;324
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080215;2.6;9.4;80;27.5;83;250
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080216;2.0;1.0;340;26.5;90;194
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080217;0.0;0.6;330;27.3;89;93
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080218;0.0;5.7;60;28.2;87;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080219;0.0;6.2;50;28.8;84;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080220;0.0;3.0;100;27.9;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080221;0.2;3.1;30;27.3;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080222;0.0;7.6;60;28.9;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080223;0.0;6.7;50;28.9;77;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080300;0.0;7.0;60;28.8;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080301;0.0;6.8;60;28.8;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080302;0.0;6.6;60;28.7;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080303;0.0;6.4;60;28.6;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080304;0.0;5.1;60;28.5;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080305;0.0;5.2;60;28.4;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080306;0.0;5.3;50;28.5;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080307;0.0;5.7;60;29.6;78;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080308;0.0;7.1;50;30.4;73;96
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080309;0.0;7.3;50;30.8;72;181
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080310;0.0;7.2;50;30.9;73;239
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080311;0.0;8.0;70;32.6;69;311
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080312;0.0;7.9;70;32.5;71;305
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080313;0.0;8.1;80;30.6;78;349
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080314;0.0;6.8;70;31.5;75;235
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080315;0.0;6.8;90;29.7;78;203
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080316;0.0;4.7;70;30.7;76;196
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080317;6.0;5.9;80;27.1;87;99
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080318;0.6;5.8;50;28.1;91;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080319;0.0;6.7;70;28.4;87;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080320;0.0;8.1;60;28.8;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080321;0.0;8.8;70;29.1;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080322;0.0;8.5;60;29.1;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080323;0.0;9.1;60;29.1;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080400;0.0;8.7;60;29.3;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080401;0.0;12.2;50;29.5;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080402;0.0;8.0;50;28.7;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080403;0.0;7.8;50;28.9;81;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080404;0.0;11.0;50;29.3;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080405;0.0;11.0;50;29.3;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080406;0.0;10.7;50;29.3;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080407;0.0;10.4;50;29.8;76;5
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080408;0.0;9.1;50;30.2;75;20
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080409;0.0;10.5;50;30.8;71;64
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080410;0.0;11.0;50;31.0;69;168
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080411;0.0;10.3;50;31.4;70;166
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080412;0.0;11.5;50;30.9;70;24
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080413;0.2;9.6;50;30.1;75;14
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080414;1.8;13.8;60;27.4;84;52
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080415;0.2;6.8;30;28.0;89;103
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080416;2.8;10.9;70;26.7;86;42
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080417;7.4;2.8;120;25.1;89;35
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080418;0.0;8.4;70;27.4;92;12
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080419;0.0;9.1;60;28.3;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080420;0.0;9.8;70;28.8;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080421;0.0;10.7;70;29.0;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080422;0.0;11.6;60;29.1;83;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080423;0.4;11.9;70;27.5;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080500;0.0;10.9;60;28.9;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080501;0.0;12.8;70;29.3;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080502;0.0;9.2;60;29.0;82;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080503;0.0;11.6;60;29.1;78;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080504;0.0;11.1;60;29.1;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080505;0.0;11.8;60;29.3;80;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080506;0.0;11.9;50;29.3;79;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080507;0.4;13.3;60;28.4;86;2
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080508;0.4;10.3;50;29.3;85;12
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080509;0.0;12.2;60;30.2;80;22
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080510;0.0;11.8;70;30.9;75;64
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080511;0.0;11.6;70;30.7;78;123
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080512;0.4;10.1;70;30.6;83;145
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080513;2.2;5.2;150;27.4;90;195
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080514;0.2;8.1;90;29.7;84;204
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080515;1.8;7.1;150;28.5;87;286
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080516;0.0;8.1;150;28.6;81;112
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080517;0.0;5.3;140;29.2;78;46
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080518;0.0;4.0;150;29.1;81;33
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080519;0.0;3.0;190;28.5;84;3
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080520;0.0;1.9;160;28.0;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080521;0.0;0.0;0;27.5;88;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080522;0.0;1.4;240;27.3;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080523;0.0;0.7;130;27.5;90;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080600;0.0;7.0;50;28.3;89;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080601;0.0;6.6;40;28.3;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080602;0.0;5.1;60;28.3;87;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080603;0.0;4.6;40;28.4;85;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080604;0.2;6.4;60;28.0;86;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080605;0.0;5.3;50;28.5;84;0
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080606;0.4;5.6;50;28.4;85;1
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080607;0.0;6.7;60;29.1;80;28
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080608;0.0;7.0;60;30.3;75;120
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080609;0.0;9.1;50;30.0;74;160
ROBERT-PTE FORT;14.679667;-60.925500;16;2024080610;0.0;6.9;70;31.1;73;229
